pulled_at,post_id,post_url,post_topic,impressions,total_engagements,engagement_rate
7/25/2026,7351717386795786240,https://www.linkedin.com/posts/s-thiru_im-happy-to-share-that-ive-obtained-a-new-ugcPost-7351717386795786240-crDp,im happy to share that ive obtained a new,1,0,0.0
7/25/2026,7483976009793400832,https://www.linkedin.com/posts/s-thiru_platformthinking-enterprisearchitecture-platformengineering-share-7483976009793400832-9rhs,platformthinking enterprisearchitecture platformengineering,56,1,0.0179
7/25/2026,7483845635582984193,https://www.linkedin.com/posts/s-thiru_the-rise-of-agentic-software-development-share-7483845635582984193-JjGm,the rise of agentic software development,25,0,0.0
7/25/2026,7484647074844737536,https://www.linkedin.com/posts/s-thiru_corporateculture-middlemanagement-techhumor-ugcPost-7484647074844737536-tglS,corporateculture middlemanagement techhumor,544,3,0.0055
7/25/2026,7484624610966089728,https://www.linkedin.com/posts/s-thiru_agenticai-smarthome-aiethics-ugcPost-7484624610966089728-tXTw,agenticai smarthome aiethics,132,0,0.0
7/25/2026,7352704418871398400,https://www.linkedin.com/posts/s-thiru_3-reasons-that-hiring-a-perfect-unicorn-employee-share-7352704418871398400-s9NA,3 reasons that hiring a perfect unicorn employee,1,0,0.0
7/25/2026,7485053902799831040,https://www.linkedin.com/posts/s-thiru_artificialintelligence-privateequity-valuecreation-share-7485053902799831040-6G2D,artificialintelligence privateequity valuecreation,74,2,0.027
7/25/2026,7484489826369708032,https://www.linkedin.com/posts/s-thiru_corporateculture-middlemanagement-techhumor-share-7484489826369708032-V6G1,corporateculture middlemanagement techhumor,95,0,0.0
7/25/2026,7485394040792907776,https://www.linkedin.com/posts/s-thiru_linkedin-gives-you-a-snapshot-of-your-posts-ugcPost-7485394040792907776-Lb41,linkedin gives you a snapshot of your posts,86,2,0.0233
7/25/2026,7485518173430087681,https://www.linkedin.com/posts/s-thiru_caterpillar-engineering-productdevelopment-share-7485518173430087681-c1rQ,caterpillar engineering productdevelopment,187,0,0.0
7/25/2026,7486182327937691650,https://www.linkedin.com/posts/s-thiru_edgeai-embeddedsystems-microcontrollers-share-7486182327937691650-oB3D,edgeai embeddedsystems microcontrollers,73,1,0.0137
7/25/2026,7486593490433339393,https://www.linkedin.com/posts/s-thiru_%F0%9D%97%A0%F0%9D%97%B6%F0%9D%97%B0%F0%9D%97%BF%F0%9D%97%BC%F0%9D%98%80%F0%9D%97%BC%F0%9D%97%B3%F0%9D%98%81-%F0%9D%97%97%F0%9D%97%B6%F0%9D%97%B1%F0%9D%97%BB%F0%9D%98%81-%F0%9D%97%AA%F0%9D%97%AE%F0%9D%97%B6%F0%9D%98%81-%F0%9D%97%B3%F0%9D%97%BC%F0%9D%97%BF-ugcPost-7486593490433339393-AKyL,Microsoft Didnt Wait for,29,9,0.3103
7/25/2026,7486268738783297536,https://www.linkedin.com/posts/s-thiru_jeffs-framework-assumes-youre-free-to-ask-share-7486268738783297536-Qf_p,jeffs framework assumes youre free to ask,80,3,0.0375
7/25/2026,7486479739461914624,https://www.linkedin.com/posts/s-thiru_love-the-framework-suggested-here-but-i-share-7486479739461914624-YoHG,love the framework suggested here but i,47,1,0.0213
7/25/2026,7486545878040702977,https://www.linkedin.com/posts/s-thiru_free-workshop-worth-your-time-voice-agents-ugcPost-7486545878040702977-qo_e,free workshop worth your time voice agents,47,0,0.0
7/25/2026,7481150756449067009,https://www.linkedin.com/posts/s-thiru_productmanagement-platformthinking-techleadership-share-7481150756449067009-8WHT,productmanagement platformthinking techleadership,18,0,0.0
7/26/2026,7422035873782845443,https://www.linkedin.com/posts/s-thiru_share-7422035873782845443-8kpm,share 7422035873782845443 8kpm,2,0,0.0
7/26/2026,7386779528435773440,https://www.linkedin.com/posts/s-thiru_opentowork-layoffs-resilience-share-7386779528435773440-Eo1h,opentowork layoffs resilience,3,0,0.0
7/26/2026,7386883754679615489,https://www.linkedin.com/posts/s-thiru_unemployednotunworthy-careerpivots-faithinthewaiting-share-7386883754679615489-N7-B,unemployednotunworthy careerpivots faithinthewaiting,4,0,0.0
7/26/2026,7386909013470236672,https://www.linkedin.com/posts/s-thiru_jobsearchhumor-opentowork-rejectionresilience-share-7386909013470236672-tiHf,jobsearchhumor opentowork rejectionresilience,3,0,0.0
7/26/2026,6991224982496301056,https://www.linkedin.com/posts/s-thiru_interdependency-between-product-and-program-share-6991224982496301056-rj3o,interdependency between product and program,3,0,0.0
7/26/2026,6991956183100112896,https://www.linkedin.com/posts/s-thiru_doing-pricing-strategy-research-for-a-class-share-6991956183100112896-tsF0,doing pricing strategy research for a class,3,0,0.0
7/26/2026,7390434172122812416,https://www.linkedin.com/posts/s-thiru_machinelearning-mlops-ai-share-7390434172122812416-Vyxo,machinelearning mlops ai,4,0,0.0
7/26/2026,7444838077958651904,https://www.linkedin.com/posts/s-thiru_jobsearchstruggles-ats-candidateexperience-share-7444838077958651904-qeLk,jobsearchstruggles ats candidateexperience,3,0,0.0
7/26/2026,7183466535154335746,https://www.linkedin.com/posts/s-thiru_mbagrad-topbusinessschool-careergrowth-share-7183466535154335746-4JXh,mbagrad topbusinessschool careergrowth,2,0,0.0
7/26/2026,7462965458904969217,https://www.linkedin.com/posts/s-thiru_im-attending-the-data-driven-path-to-consumption-based-ugcPost-7462965458904969217-wyMO,im attending the data driven path to consumption based,5,0,0.0
7/26/2026,7481381790818148352,https://www.linkedin.com/posts/s-thiru_perforces-2026-platform-engineering-report-share-7481381790818148352-fFVy,perforces 2026 platform engineering report,10,0,0.0
7/26/2026,7482627366121402368,https://www.linkedin.com/posts/s-thiru_careeradvice-leadership-techcareers-share-7482627366121402368-mQ91,careeradvice leadership techcareers,13,0,0.0
7/26/2026,7481630345667325952,https://www.linkedin.com/posts/s-thiru_innovation-history-entrepreneurship-ugcPost-7481630345667325952-uuXq,innovation history entrepreneurship,194,2,0.0103
7/26/2026,7482870341233516545,https://www.linkedin.com/posts/s-thiru_storytelling-innovation-leadership-share-7482870341233516545-XLFp,storytelling innovation leadership,45,1,0.0222
7/26/2026,7482827798571831296,https://www.linkedin.com/posts/s-thiru_burnout-worklifebalance-leadership-share-7482827798571831296-11VN,burnout worklifebalance leadership,12,0,0.0
7/26/2026,7481642156231827457,https://www.linkedin.com/posts/s-thiru_machinelearning-ai-datascience-ugcPost-7481642156231827457-kV9r,machinelearning ai datascience,19,0,0.0
7/26/2026,7483188388079149057,https://www.linkedin.com/posts/s-thiru_linkedin-pulse-share-7483188388079149057-vNIF,linkedin pulse,12,0,0.0
7/26/2026,7483714073147383808,https://www.linkedin.com/posts/s-thiru_ugcPost-7483714073147383808-djuq,ugcPost 7483714073147383808 djuq,12,0,0.0
7/26/2026,7483486963497525248,https://www.linkedin.com/posts/s-thiru_agenticai-smarthome-aiethics-share-7483486963497525248-T9tX,agenticai smarthome aiethics,11,0,0.0
7/26/2026,7483680952347570176,https://www.linkedin.com/posts/s-thiru_aieconomics-tokeneconomy-generativeai-share-7483680952347570176-5Kdb,aieconomics tokeneconomy generativeai,7,0,0.0
7/26/2026,7483371288401727488,https://www.linkedin.com/posts/s-thiru_leadership-businessstrategy-management-share-7483371288401727488-qVJ0,leadership businessstrategy management,6,0,0.0
7/26/2026,7483976009793400832,https://www.linkedin.com/posts/s-thiru_platformthinking-enterprisearchitecture-platformengineering-share-7483976009793400832-9rhs,platformthinking enterprisearchitecture platformengineering,52,1,0.0192
7/26/2026,7483845635582984193,https://www.linkedin.com/posts/s-thiru_the-rise-of-agentic-software-development-share-7483845635582984193-JjGm,the rise of agentic software development,20,0,0.0
7/26/2026,7484647074844737536,https://www.linkedin.com/posts/s-thiru_corporateculture-middlemanagement-techhumor-ugcPost-7484647074844737536-tglS,corporateculture middlemanagement techhumor,494,3,0.0061
7/26/2026,7484624610966089728,https://www.linkedin.com/posts/s-thiru_agenticai-smarthome-aiethics-ugcPost-7484624610966089728-tXTw,agenticai smarthome aiethics,57,0,0.0
7/26/2026,7485053902799831040,https://www.linkedin.com/posts/s-thiru_artificialintelligence-privateequity-valuecreation-share-7485053902799831040-6G2D,artificialintelligence privateequity valuecreation,80,2,0.025
7/26/2026,7484489826369708032,https://www.linkedin.com/posts/s-thiru_corporateculture-middlemanagement-techhumor-share-7484489826369708032-V6G1,corporateculture middlemanagement techhumor,102,0,0.0
7/26/2026,7485394040792907776,https://www.linkedin.com/posts/s-thiru_linkedin-gives-you-a-snapshot-of-your-posts-ugcPost-7485394040792907776-Lb41,linkedin gives you a snapshot of your posts,90,2,0.0222
7/26/2026,7485518173430087681,https://www.linkedin.com/posts/s-thiru_caterpillar-engineering-productdevelopment-share-7485518173430087681-c1rQ,caterpillar engineering productdevelopment,206,0,0.0
7/26/2026,7486182327937691650,https://www.linkedin.com/posts/s-thiru_edgeai-embeddedsystems-microcontrollers-share-7486182327937691650-oB3D,edgeai embeddedsystems microcontrollers,80,1,0.0125
7/26/2026,7486593490433339393,https://www.linkedin.com/posts/s-thiru_%F0%9D%97%A0%F0%9D%97%B6%F0%9D%97%B0%F0%9D%97%BF%F0%9D%97%BC%F0%9D%98%80%F0%9D%97%BC%F0%9D%97%B3%F0%9D%98%81-%F0%9D%97%97%F0%9D%97%B6%F0%9D%97%B1%F0%9D%97%BB%F0%9D%98%81-%F0%9D%97%AA%F0%9D%97%AE%F0%9D%97%B6%F0%9D%98%81-%F0%9D%97%B3%F0%9D%97%BC%F0%9D%97%BF-ugcPost-7486593490433339393-AKyL,Microsoft Didnt Wait for,129,9,0.0698
7/26/2026,7486268738783297536,https://www.linkedin.com/posts/s-thiru_jeffs-framework-assumes-youre-free-to-ask-share-7486268738783297536-Qf_p,jeffs framework assumes youre free to ask,94,3,0.0319
7/26/2026,7486545878040702977,https://www.linkedin.com/posts/s-thiru_free-workshop-worth-your-time-voice-agents-ugcPost-7486545878040702977-qo_e,free workshop worth your time voice agents,123,0,0.0
7/26/2026,7486479739461914624,https://www.linkedin.com/posts/s-thiru_love-the-framework-suggested-here-but-i-share-7486479739461914624-YoHG,love the framework suggested here but i,61,1,0.0164
7/26/2026,7487267195731771392,https://www.linkedin.com/posts/s-thiru_leadership-mentorship-roi-share-7487267195731771392-PDwm,leadership mentorship roi,95,0,0.0
7/26/2026,7481150756449067009,https://www.linkedin.com/posts/s-thiru_productmanagement-platformthinking-techleadership-share-7481150756449067009-8WHT,productmanagement platformthinking techleadership,17,0,0.0
7/27/2026,7422035873782845443,https://www.linkedin.com/posts/s-thiru_share-7422035873782845443-8kpm,share 7422035873782845443 8kpm,2,0,0.0
7/27/2026,7386779528435773440,https://www.linkedin.com/posts/s-thiru_opentowork-layoffs-resilience-share-7386779528435773440-Eo1h,opentowork layoffs resilience,3,0,0.0
7/27/2026,7386883754679615489,https://www.linkedin.com/posts/s-thiru_unemployednotunworthy-careerpivots-faithinthewaiting-share-7386883754679615489-N7-B,unemployednotunworthy careerpivots faithinthewaiting,4,0,0.0
7/27/2026,7386909013470236672,https://www.linkedin.com/posts/s-thiru_jobsearchhumor-opentowork-rejectionresilience-share-7386909013470236672-tiHf,jobsearchhumor opentowork rejectionresilience,3,0,0.0
7/27/2026,6991224982496301056,https://www.linkedin.com/posts/s-thiru_interdependency-between-product-and-program-share-6991224982496301056-rj3o,interdependency between product and program,3,0,0.0
7/27/2026,6991956183100112896,https://www.linkedin.com/posts/s-thiru_doing-pricing-strategy-research-for-a-class-share-6991956183100112896-tsF0,doing pricing strategy research for a class,3,0,0.0
7/27/2026,7390434172122812416,https://www.linkedin.com/posts/s-thiru_machinelearning-mlops-ai-share-7390434172122812416-Vyxo,machinelearning mlops ai,4,0,0.0
7/27/2026,7444838077958651904,https://www.linkedin.com/posts/s-thiru_jobsearchstruggles-ats-candidateexperience-share-7444838077958651904-qeLk,jobsearchstruggles ats candidateexperience,2,0,0.0
7/27/2026,7183466535154335746,https://www.linkedin.com/posts/s-thiru_mbagrad-topbusinessschool-careergrowth-share-7183466535154335746-4JXh,mbagrad topbusinessschool careergrowth,2,0,0.0
7/27/2026,7462965458904969217,https://www.linkedin.com/posts/s-thiru_im-attending-the-data-driven-path-to-consumption-based-ugcPost-7462965458904969217-wyMO,im attending the data driven path to consumption based,3,0,0.0
7/27/2026,7481381790818148352,https://www.linkedin.com/posts/s-thiru_perforces-2026-platform-engineering-report-share-7481381790818148352-fFVy,perforces 2026 platform engineering report,6,0,0.0
7/27/2026,7482627366121402368,https://www.linkedin.com/posts/s-thiru_careeradvice-leadership-techcareers-share-7482627366121402368-mQ91,careeradvice leadership techcareers,12,0,0.0
7/27/2026,7481630345667325952,https://www.linkedin.com/posts/s-thiru_innovation-history-entrepreneurship-ugcPost-7481630345667325952-uuXq,innovation history entrepreneurship,171,2,0.0117
7/27/2026,7482870341233516545,https://www.linkedin.com/posts/s-thiru_storytelling-innovation-leadership-share-7482870341233516545-XLFp,storytelling innovation leadership,46,1,0.0217
7/27/2026,7482827798571831296,https://www.linkedin.com/posts/s-thiru_burnout-worklifebalance-leadership-share-7482827798571831296-11VN,burnout worklifebalance leadership,4,0,0.0
7/27/2026,7481642156231827457,https://www.linkedin.com/posts/s-thiru_machinelearning-ai-datascience-ugcPost-7481642156231827457-kV9r,machinelearning ai datascience,15,0,0.0
7/27/2026,7483188388079149057,https://www.linkedin.com/posts/s-thiru_linkedin-pulse-share-7483188388079149057-vNIF,linkedin pulse,10,0,0.0
7/27/2026,7483714073147383808,https://www.linkedin.com/posts/s-thiru_ugcPost-7483714073147383808-djuq,ugcPost 7483714073147383808 djuq,10,0,0.0
7/27/2026,7483486963497525248,https://www.linkedin.com/posts/s-thiru_agenticai-smarthome-aiethics-share-7483486963497525248-T9tX,agenticai smarthome aiethics,9,0,0.0
7/27/2026,7483371288401727488,https://www.linkedin.com/posts/s-thiru_leadership-businessstrategy-management-share-7483371288401727488-qVJ0,leadership businessstrategy management,4,0,0.0
7/27/2026,7483680952347570176,https://www.linkedin.com/posts/s-thiru_aieconomics-tokeneconomy-generativeai-share-7483680952347570176-5Kdb,aieconomics tokeneconomy generativeai,4,0,0.0
7/27/2026,7483976009793400832,https://www.linkedin.com/posts/s-thiru_platformthinking-enterprisearchitecture-platformengineering-share-7483976009793400832-9rhs,platformthinking enterprisearchitecture platformengineering,48,1,0.0208
7/27/2026,7483845635582984193,https://www.linkedin.com/posts/s-thiru_the-rise-of-agentic-software-development-share-7483845635582984193-JjGm,the rise of agentic software development,15,0,0.0
7/27/2026,7484647074844737536,https://www.linkedin.com/posts/s-thiru_corporateculture-middlemanagement-techhumor-ugcPost-7484647074844737536-tglS,corporateculture middlemanagement techhumor,340,1,0.0029
7/27/2026,7484624610966089728,https://www.linkedin.com/posts/s-thiru_agenticai-smarthome-aiethics-ugcPost-7484624610966089728-tXTw,agenticai smarthome aiethics,33,0,0.0
7/27/2026,7485053902799831040,https://www.linkedin.com/posts/s-thiru_artificialintelligence-privateequity-valuecreation-share-7485053902799831040-6G2D,artificialintelligence privateequity valuecreation,61,1,0.0164
7/27/2026,7484489826369708032,https://www.linkedin.com/posts/s-thiru_corporateculture-middlemanagement-techhumor-share-7484489826369708032-V6G1,corporateculture middlemanagement techhumor,33,0,0.0
7/27/2026,7485394040792907776,https://www.linkedin.com/posts/s-thiru_linkedin-gives-you-a-snapshot-of-your-posts-ugcPost-7485394040792907776-Lb41,linkedin gives you a snapshot of your posts,93,2,0.0215
7/27/2026,7485518173430087681,https://www.linkedin.com/posts/s-thiru_caterpillar-engineering-productdevelopment-share-7485518173430087681-c1rQ,caterpillar engineering productdevelopment,211,0,0.0
7/27/2026,7486182327937691650,https://www.linkedin.com/posts/s-thiru_edgeai-embeddedsystems-microcontrollers-share-7486182327937691650-oB3D,edgeai embeddedsystems microcontrollers,81,1,0.0123
7/27/2026,7486593490433339393,https://www.linkedin.com/posts/s-thiru_%F0%9D%97%A0%F0%9D%97%B6%F0%9D%97%B0%F0%9D%97%BF%F0%9D%97%BC%F0%9D%98%80%F0%9D%97%BC%F0%9D%97%B3%F0%9D%98%81-%F0%9D%97%97%F0%9D%97%B6%F0%9D%97%B1%F0%9D%97%BB%F0%9D%98%81-%F0%9D%97%AA%F0%9D%97%AE%F0%9D%97%B6%F0%9D%98%81-%F0%9D%97%B3%F0%9D%97%BC%F0%9D%97%BF-ugcPost-7486593490433339393-AKyL,Microsoft Didnt Wait for,144,9,0.0625
7/27/2026,7486268738783297536,https://www.linkedin.com/posts/s-thiru_jeffs-framework-assumes-youre-free-to-ask-share-7486268738783297536-Qf_p,jeffs framework assumes youre free to ask,95,3,0.0316
7/27/2026,7486545878040702977,https://www.linkedin.com/posts/s-thiru_free-workshop-worth-your-time-voice-agents-ugcPost-7486545878040702977-qo_e,free workshop worth your time voice agents,128,0,0.0
7/27/2026,7486479739461914624,https://www.linkedin.com/posts/s-thiru_love-the-framework-suggested-here-but-i-share-7486479739461914624-YoHG,love the framework suggested here but i,62,1,0.0161
7/27/2026,7487267195731771392,https://www.linkedin.com/posts/s-thiru_leadership-mentorship-roi-share-7487267195731771392-PDwm,leadership mentorship roi,193,0,0.0
7/27/2026,7481150756449067009,https://www.linkedin.com/posts/s-thiru_productmanagement-platformthinking-techleadership-share-7481150756449067009-8WHT,productmanagement platformthinking techleadership,15,0,0.0
7/27/2026,7386909595538989056,https://www.linkedin.com/posts/s-thiru_career-cardio-is-a-humorous-yet-powerful-share-7386909595538989056-ANNB,career cardio is a humorous yet powerful,411,3,0.0073
7/27/2026,7296243452193722368,https://www.linkedin.com/posts/s-thiru_its-been-a-while-since-ive-completed-my-ugcPost-7296243452193722368-aHVD,its been a while since ive completed my,83,0,0.0
7/27/2026,7296241754406604801,https://www.linkedin.com/posts/s-thiru_opentowork-ugcPost-7296241754406604801-vF2t,opentowork,13,0,0.0
7/27/2026,7328453704091639808,https://www.linkedin.com/posts/s-thiru_im-happy-to-share-that-ive-obtained-a-new-ugcPost-7328453704091639808-O9bC,im happy to share that ive obtained a new,13,0,0.0
7/27/2026,7329113772730556419,https://www.linkedin.com/posts/s-thiru_if-you-are-looking-for-a-financial-advisor-share-7329113772730556419-m3wZ,if you are looking for a financial advisor,191,0,0.0
7/27/2026,7329108574821912576,https://www.linkedin.com/posts/s-thiru_opentowork-programmanagement-productleadership-share-7329108574821912576-6aWF,opentowork programmanagement productleadership,107,0,0.0
7/27/2026,7349918212626571265,https://www.linkedin.com/posts/s-thiru_im-happy-to-share-that-ive-obtained-a-new-ugcPost-7349918212626571265-yXYg,im happy to share that ive obtained a new,70,2,0.0286
7/27/2026,7351717386795786240,https://www.linkedin.com/posts/s-thiru_im-happy-to-share-that-ive-obtained-a-new-ugcPost-7351717386795786240-crDp,im happy to share that ive obtained a new,143,2,0.014
7/27/2026,7352704418871398400,https://www.linkedin.com/posts/s-thiru_3-reasons-that-hiring-a-perfect-unicorn-employee-share-7352704418871398400-s9NA,3 reasons that hiring a perfect unicorn employee,84,0,0.0
7/27/2026,7348142872098988032,https://www.linkedin.com/posts/s-thiru_careerdevelopment-criticalthinking-strategicthinking-share-7348142872098988032-Qi5C,careerdevelopment criticalthinking strategicthinking,60,0,0.0
7/27/2026,7348430439570694144,https://www.linkedin.com/posts/s-thiru_completion-certificate-for-product-management-share-7348430439570694144-NTWD,completion certificate for product management,27,0,0.0
7/27/2026,7358353969858891776,https://www.linkedin.com/posts/s-thiru_im-happy-to-share-that-ive-obtained-a-new-ugcPost-7358353969858891776-wECh,im happy to share that ive obtained a new,304,5,0.0164
7/27/2026,7358989390422941698,https://www.linkedin.com/posts/s-thiru_im-happy-to-share-that-ive-obtained-a-new-ugcPost-7358989390422941698-hUQp,im happy to share that ive obtained a new,429,7,0.0163
7/27/2026,7370841334632423424,https://www.linkedin.com/posts/s-thiru_im-attending-what-no-one-says-about-leadership-ugcPost-7370841334632423424-P4Ck,im attending what no one says about leadership,308,4,0.013
7/28/2026,7422035873782845443,https://www.linkedin.com/posts/s-thiru_share-7422035873782845443-8kpm,share 7422035873782845443 8kpm,4,0,0.0
7/28/2026,7386779528435773440,https://www.linkedin.com/posts/s-thiru_opentowork-layoffs-resilience-share-7386779528435773440-Eo1h,opentowork layoffs resilience,3,0,0.0
7/28/2026,7386883754679615489,https://www.linkedin.com/posts/s-thiru_unemployednotunworthy-careerpivots-faithinthewaiting-share-7386883754679615489-N7-B,unemployednotunworthy careerpivots faithinthewaiting,4,0,0.0
7/28/2026,7386909013470236672,https://www.linkedin.com/posts/s-thiru_jobsearchhumor-opentowork-rejectionresilience-share-7386909013470236672-tiHf,jobsearchhumor opentowork rejectionresilience,3,0,0.0
7/28/2026,6991224982496301056,https://www.linkedin.com/posts/s-thiru_interdependency-between-product-and-program-share-6991224982496301056-rj3o,interdependency between product and program,3,0,0.0
7/28/2026,6991956183100112896,https://www.linkedin.com/posts/s-thiru_doing-pricing-strategy-research-for-a-class-share-6991956183100112896-tsF0,doing pricing strategy research for a class,3,0,0.0
7/28/2026,7390434172122812416,https://www.linkedin.com/posts/s-thiru_machinelearning-mlops-ai-share-7390434172122812416-Vyxo,machinelearning mlops ai,4,0,0.0
7/28/2026,7444838077958651904,https://www.linkedin.com/posts/s-thiru_jobsearchstruggles-ats-candidateexperience-share-7444838077958651904-qeLk,jobsearchstruggles ats candidateexperience,2,0,0.0
7/28/2026,7183466535154335746,https://www.linkedin.com/posts/s-thiru_mbagrad-topbusinessschool-careergrowth-share-7183466535154335746-4JXh,mbagrad topbusinessschool careergrowth,2,0,0.0
7/28/2026,7462965458904969217,https://www.linkedin.com/posts/s-thiru_im-attending-the-data-driven-path-to-consumption-based-ugcPost-7462965458904969217-wyMO,im attending the data driven path to consumption based,3,0,0.0
7/28/2026,7481381790818148352,https://www.linkedin.com/posts/s-thiru_perforces-2026-platform-engineering-report-share-7481381790818148352-fFVy,perforces 2026 platform engineering report,3,0,0.0
7/28/2026,7482627366121402368,https://www.linkedin.com/posts/s-thiru_careeradvice-leadership-techcareers-share-7482627366121402368-mQ91,careeradvice leadership techcareers,12,0,0.0
7/28/2026,7481630345667325952,https://www.linkedin.com/posts/s-thiru_innovation-history-entrepreneurship-ugcPost-7481630345667325952-uuXq,innovation history entrepreneurship,155,3,0.0194
7/28/2026,7482870341233516545,https://www.linkedin.com/posts/s-thiru_storytelling-innovation-leadership-share-7482870341233516545-XLFp,storytelling innovation leadership,59,1,0.0169
7/28/2026,7482827798571831296,https://www.linkedin.com/posts/s-thiru_burnout-worklifebalance-leadership-share-7482827798571831296-11VN,burnout worklifebalance leadership,4,0,0.0
7/28/2026,7481642156231827457,https://www.linkedin.com/posts/s-thiru_machinelearning-ai-datascience-ugcPost-7481642156231827457-kV9r,machinelearning ai datascience,15,0,0.0
7/28/2026,7483188388079149057,https://www.linkedin.com/posts/s-thiru_linkedin-pulse-share-7483188388079149057-vNIF,linkedin pulse,10,0,0.0
7/28/2026,7483714073147383808,https://www.linkedin.com/posts/s-thiru_ugcPost-7483714073147383808-djuq,ugcPost 7483714073147383808 djuq,10,0,0.0
7/28/2026,7483486963497525248,https://www.linkedin.com/posts/s-thiru_agenticai-smarthome-aiethics-share-7483486963497525248-T9tX,agenticai smarthome aiethics,9,0,0.0
7/28/2026,7483371288401727488,https://www.linkedin.com/posts/s-thiru_leadership-businessstrategy-management-share-7483371288401727488-qVJ0,leadership businessstrategy management,4,0,0.0
7/28/2026,7483680952347570176,https://www.linkedin.com/posts/s-thiru_aieconomics-tokeneconomy-generativeai-share-7483680952347570176-5Kdb,aieconomics tokeneconomy generativeai,4,0,0.0
7/28/2026,7483976009793400832,https://www.linkedin.com/posts/s-thiru_platformthinking-enterprisearchitecture-platformengineering-share-7483976009793400832-9rhs,platformthinking enterprisearchitecture platformengineering,46,1,0.0217
7/28/2026,7483845635582984193,https://www.linkedin.com/posts/s-thiru_the-rise-of-agentic-software-development-share-7483845635582984193-JjGm,the rise of agentic software development,13,0,0.0
7/28/2026,7484647074844737536,https://www.linkedin.com/posts/s-thiru_corporateculture-middlemanagement-techhumor-ugcPost-7484647074844737536-tglS,corporateculture middlemanagement techhumor,211,0,0.0
7/28/2026,7484624610966089728,https://www.linkedin.com/posts/s-thiru_agenticai-smarthome-aiethics-ugcPost-7484624610966089728-tXTw,agenticai smarthome aiethics,26,0,0.0
7/28/2026,7485053902799831040,https://www.linkedin.com/posts/s-thiru_artificialintelligence-privateequity-valuecreation-share-7485053902799831040-6G2D,artificialintelligence privateequity valuecreation,36,0,0.0
7/28/2026,7484489826369708032,https://www.linkedin.com/posts/s-thiru_corporateculture-middlemanagement-techhumor-share-7484489826369708032-V6G1,corporateculture middlemanagement techhumor,21,0,0.0
7/28/2026,7485394040792907776,https://www.linkedin.com/posts/s-thiru_linkedin-gives-you-a-snapshot-of-your-posts-ugcPost-7485394040792907776-Lb41,linkedin gives you a snapshot of your posts,68,0,0.0
7/28/2026,7485518173430087681,https://www.linkedin.com/posts/s-thiru_caterpillar-engineering-productdevelopment-share-7485518173430087681-c1rQ,caterpillar engineering productdevelopment,229,0,0.0
7/28/2026,7486182327937691650,https://www.linkedin.com/posts/s-thiru_edgeai-embeddedsystems-microcontrollers-share-7486182327937691650-oB3D,edgeai embeddedsystems microcontrollers,82,1,0.0122
7/28/2026,7486593490433339393,https://www.linkedin.com/posts/s-thiru_%F0%9D%97%A0%F0%9D%97%B6%F0%9D%97%B0%F0%9D%97%BF%F0%9D%97%BC%F0%9D%98%80%F0%9D%97%BC%F0%9D%97%B3%F0%9D%98%81-%F0%9D%97%97%F0%9D%97%B6%F0%9D%97%B1%F0%9D%97%BB%F0%9D%98%81-%F0%9D%97%AA%F0%9D%97%AE%F0%9D%97%B6%F0%9D%98%81-%F0%9D%97%B3%F0%9D%97%BC%F0%9D%97%BF-ugcPost-7486593490433339393-AKyL,Microsoft Didnt Wait for,148,9,0.0608
7/28/2026,7486268738783297536,https://www.linkedin.com/posts/s-thiru_jeffs-framework-assumes-youre-free-to-ask-share-7486268738783297536-Qf_p,jeffs framework assumes youre free to ask,103,3,0.0291
7/28/2026,7486545878040702977,https://www.linkedin.com/posts/s-thiru_free-workshop-worth-your-time-voice-agents-ugcPost-7486545878040702977-qo_e,free workshop worth your time voice agents,168,0,0.0
7/28/2026,7486479739461914624,https://www.linkedin.com/posts/s-thiru_love-the-framework-suggested-here-but-i-share-7486479739461914624-YoHG,love the framework suggested here but i,62,1,0.0161
7/28/2026,7487267195731771392,https://www.linkedin.com/posts/s-thiru_leadership-mentorship-roi-share-7487267195731771392-PDwm,leadership mentorship roi,673,1,0.0015
7/28/2026,7487469833798893568,https://www.linkedin.com/posts/s-thiru_why-platform-thinking-%F0%9D%91%B5%F0%9D%92%86%F0%9D%92%86%F0%9D%92%85%F0%9D%92%94-enterprise-ugcPost-7487469833798893568-CfQn,why platform thinking Needs enterprise,44,0,0.0
7/28/2026,7486493027729969153,https://www.linkedin.com/posts/s-thiru_everyone-likes-to-pick-on-the-dmv-my-favorite-ugcPost-7486493027729969153-Q3Od,everyone likes to pick on the dmv my favorite,12,0,0.0
7/28/2026,7481150756449067009,https://www.linkedin.com/posts/s-thiru_productmanagement-platformthinking-techleadership-share-7481150756449067009-8WHT,productmanagement platformthinking techleadership,12,0,0.0
7/31/2026,7422035873782845443,https://www.linkedin.com/posts/s-thiru_share-7422035873782845443-8kpm,share 7422035873782845443 8kpm,2,0,0.0
7/31/2026,7386779528435773440,https://www.linkedin.com/posts/s-thiru_opentowork-layoffs-resilience-share-7386779528435773440-Eo1h,opentowork layoffs resilience,3,0,0.0
7/31/2026,7386883754679615489,https://www.linkedin.com/posts/s-thiru_unemployednotunworthy-careerpivots-faithinthewaiting-share-7386883754679615489-N7-B,unemployednotunworthy careerpivots faithinthewaiting,4,0,0.0
